Organization Name,Organization Name URL,Categories,Headquarters Location,Description,Contact Email,Phone Number,Website,Company Type,Number of Funding Rounds,Funding Status,Last Funding Amount,Last Funding Date,Last Funding Type,Total Funding Amount,Category Groups,IPO Status
Laboratorios Larrasa,https://www.crunchbase.com/organization/laboratorios-larrasa,"Biotechnology, Health Diagnostics, Veterinary","La Albuera, Extremadura, Spain","Laboratorios Larrasa is the first biotechnology company in Extremadura, declared a ""spin-off"" by the University of Extremadura.",larrasa@laboratorioslarrasa.com,,http://laboratorioslarrasa.com,For Profit,1,,"€50,000",10/1/15,Grant,"€50,000","Biotechnology, Health Care, Science and Engineering",Private
Poltreg,https://www.crunchbase.com/organization/poltreg,"Biotechnology, Medical, Therapeutics","Gdansk, Pomorskie, Poland",Poltreg was established as a spin-off from the Medical University of Gdańsk in order to develop and commercialize the patented TREG method.,office@poltreg.com,,http://poltreg.tech/en/,For Profit,1,,"€50,000",7/1/16,Grant,"€50,000","Biotechnology, Health Care, Science and Engineering",Private
E-maldi BV,https://www.crunchbase.com/organization/e-maldi-bv,"Analytics, Biotechnology, Medical, Medical Device","Enschede, Overijssel, The Netherlands",E-maldi BV is a patented sample preparation technology that transforms MALDI-MS intomore sensitive and faster method.,info@e-maldi.com,+31 [0] 53 82 00 814,http://e-maldi.com/,,1,,"€50,000",2/2/17,Grant,"€50,000","Biotechnology, Data and Analytics, Health Care, Science and Engineering",Private
Setenta e Três Mil e Cem,https://www.crunchbase.com/organization/setenta-e-três-mil-e-cem,"Biotechnology, Cosmetics, Pharmaceutical","Lisboa, Lisboa, Portugal",Setenta e Três Mil e Cem is specialized in biotechnology and the development of products for the cosmetic and pharmaceutical industries.,info@73100.pt,(+351) 215 845 711,http://73100.pt/,For Profit,2,,"€1,317,195",10/1/17,Grant,"€1,367,195","Biotechnology, Consumer Goods, Health Care, Science and Engineering",Private
Avantea,https://www.crunchbase.com/organization/avantea,"Biotechnology, Veterinary","Cremona, Emilia-Romagna, Italy",Avantea is a laboratory of advanced technologies for biotechnology research and animal reproduction.,,+39 0372 437242 ,http://www.avantea.it/,For Profit,1,,"€50,000",12/1/16,Grant,"€50,000","Biotechnology, Health Care, Science and Engineering",Private
Columbia Holding,https://www.crunchbase.com/organization/columbia-holding,"Biotechnology, Business Development","Monticello Conte Otto, Veneto, Italy",Columbia Holding was founded based on an entrepreneurial idea that combines innovation to the experience and management skills.,info@columbia-holding.com,+39 0444 946245,http://www.columbia-holding.com/,For Profit,1,,"€50,000",12/1/16,Grant,"€50,000","Biotechnology, Science and Engineering",Private
Arocell,https://www.crunchbase.com/organization/arocell,"Biotechnology, Health Care, Health Diagnostics, Medical, Medical Device","Uppsala, Uppsala Lan, Sweden","Arocell develops and commercializes new and unique biomarker tests that can be used in the prognosis, monitoring, and follow-up of cancer.",info@arocell.com,+46 (0)706 92 62 06,https://arocell.com/about-arocell/,For Profit,1,,"€50,000",9/1/15,Grant,"€50,000","Biotechnology, Health Care, Science and Engineering",Private
innoHealth Group,https://www.crunchbase.com/organization/innohealth-group,"Biotechnology, Health Care, Medical","Madrid, Madrid, Spain",InnoHealth Groupis focused on the development of novel Skin Care products oriented to treat dermatological diseases.,management@innohealthgroup.com,+34 918 26 02 98,http://www.innohealthgroup.com,For Profit,1,,"€50,000",12/1/16,Grant,"€50,000","Biotechnology, Health Care, Science and Engineering",Private
Xtrem Biotech,https://www.crunchbase.com/organization/xtrem-biotech,"Biotechnology, Industrial","Granada, Andalucia, Spain",Xtrem Biotech is expert in extremophile microorganism for today's industrial solutions. Focused in the development of IP exclusive rights.,btorres@xtrembiotech.com,(0034) 692 134 096,http://www.xtrembiotech.com/en/,For Profit,1,,"€50,000",6/1/17,Grant,"€50,000","Biotechnology, Science and Engineering",Private
Glycobond,https://www.crunchbase.com/organization/glycobond,"Biotechnology, Health Care, Medical","Linköping, Ostergotlands Lan, Sweden",Glycobond is a medtech-company founded as a spin-off from research performed at Linköping University.,,,http://glycobond.com/,For Profit,3,,"€50,000",12/1/17,Grant,"€50,000","Biotechnology, Health Care, Science and Engineering",Private
Companion Pharma,https://www.crunchbase.com/organization/companion-pharma,"Biotechnology, Medical","St Louis, Missouri, United States",Companion Pharma is an animal health product development company that develops formulations of prescription drugs for companion animals.,harader@biogenerator.org,,,,3,Seed,"$60,000 ",8/1/12,Grant,"$110,000 ","Biotechnology, Health Care, Science and Engineering",Private
IRTAL,https://www.crunchbase.com/organization/irtal,"Biotechnology, Clinical Trials","Perugia, Umbria, Italy",IRTAL understakes series of scientific research projects with companies in the sector and with various prestigious universities in Italy.,info@irtal.com,+39 075 505.84.85 ,http://www.irtal.com,,1,,"€50,000",4/1/16,Grant,"€50,000","Biotechnology, Health Care, Science and Engineering",Private
Igen Biotech,https://www.crunchbase.com/organization/igen-biotech,"Biotechnology, Health Diagnostics, Medical","Madrid, Madrid, Spain",Igen Biotech is a biotechnological company that translates biomedical research into practical and marketable medical devices and services.,igen@igenbiotech.com,+34 91 510 29 99,http://www.igenbiotech.com/?lang=en,For Profit,1,,"€50,000",9/9/15,Grant,"€50,000","Biotechnology, Health Care, Science and Engineering",Private
Inform Bioscience,https://www.crunchbase.com/organization/inform-bioscience,"Biotechnology, Health Diagnostics, Medical","Cork, Cork, Ireland",Inform Bioscience is a personalized molecular diagnostics company.,info@informbio.com,+353 21 4510268,http://www.informbio.com/,For Profit,1,,"€50,000",5/1/15,Grant,"€50,000","Biotechnology, Health Care, Science and Engineering",Private
Mintaka Foundation,https://www.crunchbase.com/organization/mintaka-foundation,"Biotechnology, Life Science","Plan-les-ouates, Geneve, Switzerland",Mintaka Foundation is finding simple health solutions for developing countries using advanced technology.,,,http://www.mintakafoundation.org/,,1,,"CHF4,500,000",2/4/10,Grant,"CHF4,500,000","Biotechnology, Science and Engineering",Private
Just Global,https://www.crunchbase.com/organization/just-global,"Agriculture, AgTech, Biotechnology, Life Science","Lleida, Catalonia, Spain",Just Global specializes research and development of products in the area of agricultural biotechnology and biochemistry.,,,https://justglobal.eu/,,1,,"€50,000",8/1/17,Grant,"€50,000","Agriculture and Farming, Biotechnology, Science and Engineering",Private
BIOT,https://www.crunchbase.com/organization/biot,"Biotechnology, Product Research, Small and Medium Businesses","Granada, Andalucia, Spain",BIOT is dedicated to research and innovation in the field of microbiology and biotechnology.,,,http://www.biot.es,For Profit,1,,"€50,000",5/1/15,Grant,"€50,000","Biotechnology, Data and Analytics, Design, Science and Engineering",Private
OX-CTA,https://www.crunchbase.com/organization/ox-cta,"Biotechnology, Chemical, Manufacturing","Cuarte, Aragon, Spain",OX-CTA develops and manufactures disinfectants.,,:(+34)974 214 124,http://grupoox.com/oxcta.php,For Profit,1,,"€567,127",7/1/15,Grant,"€567,127","Biotechnology, Manufacturing, Science and Engineering",Private
ChemoBacter,https://www.crunchbase.com/organization/chemobacter,"Biotechnology, Food Processing, Seafood","Reykjavík, Gullbringusysla, Iceland",ChemoBacter is an innovative company with the aim of providing the food industry with better tools for quality control measures.,chemobacter@chemobacter.is,,http://www.chemobacter.is/,For Profit,1,,"ISK5,000,000",3/1/11,Grant,"ISK5,000,000","Biotechnology, Food and Beverage, Science and Engineering",Private
IVTech,https://www.crunchbase.com/organization/ivtech,"Biotechnology, Medical","Massarosa, Toscana, Italy",IVTech designs and commercializes innovative in-vitro systems for alternatives to animal tests.,info@ivtech.it,+39 333 4901760 ,http://www.ivtech.it/,For Profit,1,,"€50,000",2/1/15,Grant,"€50,000","Biotechnology, Health Care, Science and Engineering",Private
Sacco srl,https://www.crunchbase.com/organization/sacco-srl,"Biotechnology, Food Processing, Nutrition","Masseria Comunelli, Sicilia, Italy","Sacco is an Italian, family-owned company that offers a large range of innovative products.",info@saccosrl.it,+39.031.8866611,http://www.saccosrl.it,For Profit,1,,"€50,000",2/1/17,Grant,"€50,000","Biotechnology, Food and Beverage, Health Care, Science and Engineering",Private
Pointcare Genomics,https://www.crunchbase.com/organization/pointcare-genomics,Biotechnology,"Madison, Wisconsin, United States",Pointcare Genomics Corporation is a biotech company.,,+1 212-982-4576,https://pointcaregenomics.wordpress.com/,For Profit,1,,"$300,000 ",10/30/15,Grant,"$300,000 ","Biotechnology, Science and Engineering",Private
BiotaTec,https://www.crunchbase.com/organization/biotatec,Biotechnology,"Tallinn, Harjumaa, Estonia",BiotaTec develops a nature-based solution raising the cost-effectiveness of bioleaching technology.,info@biotatec.com,+372 555 30 790,http://biotatec.com/,For Profit,1,,"€50,000",6/1/17,Grant,"€50,000","Biotechnology, Science and Engineering",Private
HighChem,https://www.crunchbase.com/organization/highchem,"Biotechnology, Software","Bratislava, Bratislava, Slovakia (Slovak Republic)","HighChem focuses on developing mass spectrometry solutions that enable chemists, medicinal scientists, and biologists.",ms@highchem.com,+421 2 5263 7868,http://www.highchem.com/,For Profit,1,,"€50,000",5/1/15,Grant,"€50,000","Biotechnology, Science and Engineering, Software",Private
Emotra AB,https://www.crunchbase.com/organization/emotra-ab,"Biotechnology, Medical, Neuroscience, Personal Health, Psychology","Sävedalen, Vastra Gotaland, Sweden",Emotra AB is a medical company that has developed the method/product EDOR® for testing depressed patients within the psychiatric care.,claes@emotra.se,+46 708-25 45 47,http://emotra.se/,,1,,"€50,000",3/1/16,Grant,"€50,000","Biotechnology, Health Care, Science and Engineering",Private
Microptic,https://www.crunchbase.com/organization/microptic,"Biotechnology, Health Diagnostics, Intelligent Systems","Barcelona, Catalonia, Spain","Microptic specializes in research, development, distribution and installation of automatic diagnostic systems.",micropticsl@micropticsl.com,+34 934192910,https://www.micropticsl.com/,For Profit,1,,"€50,000",8/1/16,Grant,"€50,000","Artificial Intelligence, Biotechnology, Data and Analytics, Health Care, Science and Engineering",Private
Detoxizymes,https://www.crunchbase.com/organization/detoxizymes,"Biotechnology, Environmental Engineering, Health Care","Napoli, Campania, Italy",Detoxizymes is a biotech company that develops and produces enzymatic systems for environmental decontamination and safety of human health.,info@detoxizymes.com,,http://www.detoxizymes.com/,For Profit,1,,"€50,000",9/1/15,Grant,"€50,000","Biotechnology, Health Care, Science and Engineering, Sustainability",Private
ArtinVet,https://www.crunchbase.com/organization/artinvet,"Agriculture, AgTech, Biotechnology, Veterinary","Derio, Pais Vasco, Spain",ArtinVet is a bitech company that works in the development of innovative products of regenerative medicine for the veterinary field.,info@artinvetmed.com,+34 946 56 49 93,http://www.artinvet.com,For Profit,1,,"€50,000",2/1/15,Grant,"€50,000","Agriculture and Farming, Biotechnology, Health Care, Science and Engineering",Private
ViroStatics ,https://www.crunchbase.com/organization/virostatics,"Biotechnology, Medical, Medical Device, Pharmaceutical","Sassari, Sardegna, Italy",ViroStatics is a small pharmaceutical company that develops novel compounds for a multifaceted treatment of cancers and viral diseases.,info@virostatics.it,+39 079 998639,http://www.virostatics.com/,,2,Seed,"€50,000",3/1/17,Grant,"€50,000","Biotechnology, Health Care, Science and Engineering",Private
Ferentis,https://www.crunchbase.com/organization/ferentis,"Biotechnology, Health Care, Medical","Vilnius, Vilniaus Apskritis, Lithuania",Ferentis is a research-intensive biotechnology company.,info@ferentis.eu,+370 682 03149,http://www.ferentis.eu/,For Profit,1,,"€50,000",2/1/15,Grant,"€50,000","Biotechnology, Health Care, Science and Engineering",Private
Daren Labs & Scientific Consultants,https://www.crunchbase.com/organization/daren-labs-scientific-consultants,"Biotechnology, Chemical, Recycling","Ness Ziona, HaMerkaz, Israel",Daren Labs is a scientific consultancy connecting innovation and opportunities in the industrial and high sciences.,, 972.8.940.2942,http://www.darenlabs.com,For Profit,1,,"€50,000",3/1/16,Grant,"€50,000","Biotechnology, Science and Engineering, Sustainability",Private
InfiCure Bio,https://www.crunchbase.com/organization/inficure-bio,"Biotechnology, Health Care, Medical","Umeå, Vasterbottens Lan, Sweden",InfiCure Bio is a Swedish life science company.,info@inficurebio.com,+46(0)70-366 4666,http://inficurebio.com/,For Profit,2,Seed,"€50,000",12/1/17,Grant,"€50,000","Biotechnology, Health Care, Science and Engineering",Private
Protobios,https://www.crunchbase.com/organization/protobios,"Biotechnology, Health Care, Health Diagnostics","Tallinn, Harjumaa, Estonia",Protobios is an Estonian biotechnology company that develops technologies in the field of cell biology and immunology.,info@protobios.com,+372 620 2223,http://www.protobios.com/,For Profit,1,,"€50,000",11/1/17,Grant,"€50,000","Biotechnology, Health Care, Science and Engineering",Private
GlycoMar,https://www.crunchbase.com/organization/glycomar,"Biotechnology, Commercial, Health Care","Oban, Argyll and Bute, United Kingdom",GlycoMar is a biotechnology company developing products for the human healthcare and personal care markets.,info@glycomar.com,+44 (0)1631 559 370,http://www.glycomar.com,For Profit,1,,"€50,000",12/1/16,Grant,"€50,000","Biotechnology, Health Care, Science and Engineering",Private
Translational Genomics Research Institute (TGen),https://www.crunchbase.com/organization/translational-genomics-research-institute-tgen,"Biotechnology, Education, Non Profit","Phoenix, Arizona, United States","Translational Genomics Research Institute, is a non-profit genomics research institute established in 2002",foundation@tgen.org,6023438440,https://www.tgen.org/,,1,,,12/11/17,Grant,,"Biotechnology, Education, Science and Engineering",Private
Icelltis,https://www.crunchbase.com/organization/icelltis,"Biotechnology, Life Science, Nanotechnology","Paris, Ile-de-France, France",Icelltis is a biotechnology company specializing in the supply of products for research.,, 05.31.21.68.52,https://www.icelltis.com,,1,,"€50,000",2/1/16,Grant,"€50,000","Biotechnology, Science and Engineering",Private
Delacon Biotechnik,https://www.crunchbase.com/organization/delacon-biotechnik,"Animal Feed, Biotechnology, Natural Resources","Steyregg, Oberosterreich, Austria",Delacon Biotechnik produces plant-based phytogenic feed additives.,office@delacon.com,+43 732 640 531-0,https://www.delacon.com/,For Profit,1,,"€50,000",1/9/16,Grant,"€50,000","Agriculture and Farming, Biotechnology, Natural Resources, Science and Engineering, Sustainability",Private
Integrated Systems Engineering srl,https://www.crunchbase.com/organization/integrated-systems-engineering-srl,"Biotechnology, Health Care, Medical","Milano, Lombardia, Italy",Integrated Systems Engineering is a Milan-based biotechnology company.,info@isenet.it,+39 02 9439 1640,http://www.isenet.it,For Profit,1,,"€50,000",11/1/16,Grant,"€50,000","Biotechnology, Health Care, Science and Engineering",Private
Abundnz,https://www.crunchbase.com/organization/abundnz,"Biopharma, Biotechnology, Health Care","Woerden, Zuid-Holland, The Netherlands",Abundnz offers advanced analytical support for biotechnology and diagnostics industries and life sciences research worldwide.,info@abundnz.com,+31 6 539 78 750,http://www.abundnz.com,,1,,"€50,000",1/1/15,Grant,"€50,000","Biotechnology, Health Care, Science and Engineering",Private
Laboratorio CIFGA,https://www.crunchbase.com/organization/laboratorio-cifga,"Biotechnology, Professional Services, Service Industry","Lugo, Galicia, Spain",Laboratorio CIFGA is a chemical-pharmaceutical company devoted to develop certified reference material of marine biotoxins and reagents.,cifga.std100@cifga.es,0034 608 073 245,http://www.cifga.es/,,1,,"€50,000",7/1/15,Grant,"€50,000","Biotechnology, Science and Engineering",Private
ExtremoChem,https://www.crunchbase.com/organization/extremochem,"Analytics, Biotechnology, Industrial","Lisboa, Lisboa, Portugal","ExtremoChem develops small organic molecules, obtained exclusively by chemical synthesis, with protein stabilizing properties.",info@extremochem.com,(+351) 211 455 455,http://www.extremochem.com,For Profit,1,,"€50,000",12/1/16,Grant,"€50,000","Biotechnology, Data and Analytics, Science and Engineering",Private
Grademi Biotech Srl ,https://www.crunchbase.com/organization/grademi-biotech-srl,"Biotechnology, Life Science, Medical","Bologna, Emilia-Romagna, Italy","Grademi Biotech is developing a patented device, X10 Pathology to enhance the diagnostic value of ESR testing.",info@grademi.com, +39.051.6781083,http://www.grademi.com/en/,,1,,"€50,000",8/1/16,Grant,"€50,000","Biotechnology, Health Care, Science and Engineering",Private
Netherlands Translational Research Center B.V.,https://www.crunchbase.com/organization/netherlands-translational-research-center-b-v,"Biotechnology, Pharmaceutical","Oss, Noord-Brabant, The Netherlands",Netherlands Translational Research Center translates novel biological concepts on the treatment of diseases into small molecule drugs. ,info@ntrc.nl,+31 412 700500,https://www.ntrc.nl,For Profit,1,,"€50,000",1/1/15,Grant,"€50,000","Biotechnology, Health Care, Science and Engineering",Private
MetaHeps,https://www.crunchbase.com/organization/metaheps,"Biotechnology, Consulting, Health Care","Martinsried, Bayern, Germany",MetaHeps provides solutions for drug-induced liver injury (DILI) in clinical drug-development and postmarketing.,andreas.benesic@metaheps.com,4.90894E+13,https://www.metaheps.com/,For Profit,1,,"€50,000",12/1/15,Grant,"€50,000","Biotechnology, Health Care, Science and Engineering",Private
Fina Biotech,https://www.crunchbase.com/organization/fina-biotech,"Biotechnology, Fertility, Health Care, Medical, Venture Capital","Madrid, Madrid, Spain","Fina Biotech is a spin-off of LABORATORIOS INDAS that aims to elect, finance, conduct, develop and market biotechnology projects.",,+34 917 991 564,http://www.finabiotech.es/,,1,,"€50,000",5/1/15,Grant,"€50,000","Biotechnology, Financial Services, Health Care, Lending and Investments, Science and Engineering",Private
Syndivia,https://www.crunchbase.com/organization/syndivia,"Biotechnology, Health Care, Medical","Illkirch, Alsace, France",Syndivia is a biotechnology company based in France.,,,https://www.syndivia.com,For Profit,1,,"€50,000",7/1/16,Grant,"€50,000","Biotechnology, Health Care, Science and Engineering",Private
Abich,https://www.crunchbase.com/organization/abich,"Biotechnology, Consumer Research, Cosmetics, Medical, Medical Device, Pharmaceutical, Product Research","Vimodrone, Lombardia, Italy","Abich provides research and analysis services on manufacturers of cosmetics, medical devices and other consumer products.",info@abich.ca,+1 514-507-9982,http://www.abich.it/it/abich.aspx,For Profit,1,,"€50,000",6/1/16,Grant,"€50,000","Biotechnology, Consumer Goods, Data and Analytics, Design, Health Care, Science and Engineering",Private
IGV,https://www.crunchbase.com/organization/igv,"Biotechnology, Food and Beverage, Food Processing","Nettetal, Nordrhein-Westfalen, Germany","IGV develops innovative products, facilities, and processes for food and feed production.",igv-manage@igv-gmbh.de,033200 89-0,http://www.igv-gmbh.de/en/home/,For Profit,1,,"€50,000",3/1/16,Grant,"€50,000","Biotechnology, Food and Beverage, Science and Engineering",Private
MI Medical Innovation GmbH,https://www.crunchbase.com/organization/mi-medical-innovation-gmbh,"Biotechnology, Medical, Medical Device","Aschaffenburg, Bayern, Germany","MI is engaged in medical device probe and implant developments, Hyper-IMS patents at MI, regulatory under umbrella of CGS sensors.",info@cgs-sensors.com,+49 (0)6021 / 4434522,http://www.mi-innovation.com/,,1,,"€50,000",9/1/15,Grant,"€50,000","Biotechnology, Health Care, Science and Engineering",Private
Kinasera,https://www.crunchbase.com/organization/kinasera,"Biotechnology, Life Science, Pharmaceutical","Tartu, Tartumaa, Estonia",Kinasera offers novel tools for research targeted to protein kinases and their inhibitors.,info@kinasera.com,+372 5331 1111,http://www.kinasera.com/,For Profit,1,,"€50,000",6/1/15,Grant,"€50,000","Biotechnology, Health Care, Science and Engineering",Private
Mediplasma s.r.l,https://www.crunchbase.com/organization/mediplasma-s-r-l,"Biopharma, Biotechnology, Health Care, Life Science","Napoli, Campania, Italy",Mediplasma s.r.l is dedicated in ,info@mediplasma.it,(+39) 081 8851997,http://www.mediplasma.it,,1,,"€50,000",3/1/17,Grant,"€50,000","Biotechnology, Health Care, Science and Engineering",Private
Genetix Fusion,https://www.crunchbase.com/organization/genetix-fusion,"Biotechnology, EdTech, Education","Saint Louis, Missouri, United States",Genetix Fusion is a biotechnology company developing next generation non-toxic transfection kits for academic researchers.,info@genetixfusion.org,3145165342,http://www.genetixfusion.com,,1,,"$50,000 ",5/14/13,Grant,"$50,000 ","Biotechnology, Education, Science and Engineering, Software",Private
Relay Technology Management,https://www.crunchbase.com/organization/relay-technology-management,"Biotechnology, Software","Cambridge, Massachusetts, United States","Relay Technology Management is a software analytics company focused on the life sciences industry founded by David Greenwald, Ph.D.",sales@relaytm.com,617-935-1431,http://www.relaytm.com,For Profit,1,M&A,,11/1/10,Grant,,"Biotechnology, Science and Engineering, Software",Private
Remembrane Srl,https://www.crunchbase.com/organization/remembrane-srl,"Biotechnology, Life Science, Medical","Imola, Emilia-Romagna, Italy",Remembrane Srl focuses on membrane lipidomics of in-vitro cultures and develops customized in-vitro lipid supplementation.,info@remembrane.com,+39.0542.366010,http://www.remembrane.com,,1,,"€50,000",1/1/17,Grant,"€50,000","Biotechnology, Health Care, Science and Engineering",Private
Genomnia,https://www.crunchbase.com/organization/genomnia,"Biotechnology, Genetics","Bresso, Lombardia, Italy",Genomnia offers next-generation sequencing and bioinformatic analysis services.,,+39 02 93305 700,http://www.genomnia.it/home_en.html,For Profit,1,,"€50,000",2/1/16,Grant,"€50,000","Biotechnology, Health Care, Science and Engineering",Private
Ionovation,https://www.crunchbase.com/organization/ionovation,"Biotechnology, Health Care, Medical","Bissendorf, Niedersachsen, Germany",Ionovation offers technology products and services that focus on biomembrane research.,contact@ionovation.com,+49 (5402) 968 979 30,https://www.ionovation.com/,For Profit,1,,"€50,000",9/1/15,Grant,"€50,000","Biotechnology, Health Care, Science and Engineering",Private
CORNEA_project,https://www.crunchbase.com/organization/cornea-project,"Biotechnology, Health Care, Medical","Barcelona, Catalonia, Spain","CORNEA_project is dedicated to the research, development, and commercialization of solutions and treatments to corneal eye diseases. ",,,http://www.corneaproject.com,For Profit,1,,"€50,000",6/1/17,Grant,"€50,000","Biotechnology, Health Care, Science and Engineering",Private
Pnat,https://www.crunchbase.com/organization/pnat,"Biotechnology, Consulting","Sesto Fiorentino, Toscana, Italy","Pnat is an emerging think tank of designers and biologists with the aim of merging plants, research, science and creativity.",info@pnat.net,+39 055 4574054,http://www.pnat.net/,For Profit,1,,"€50,000",6/1/15,Grant,"€50,000","Biotechnology, Science and Engineering",Private
Cellanyx,https://www.crunchbase.com/organization/cellanyx-diagnostics,"Biotechnology, Health Care","Beverly, Massachusetts, United States",Cellanyx is Harnessing the Predictive Power of its Live-Cell Microfluidic Platform to Revolutionize Cancer Diagnosis.,info@cellanyx.com,(571) 212-9991,http://www.cellanyx.com,For Profit,1,,,11/1/12,Grant,,"Biotechnology, Health Care, Science and Engineering",Private
Encellin,https://www.crunchbase.com/organization/encellin,"Biotechnology, Medical Device","San Francisco, California, United States",Encellin is developing a novel thin-film cell encapsulation device for cell-based therapeutics.,info@encellin.com,,http://www.encellin.com,For Profit,1,,,5/1/17,Grant,,"Biotechnology, Health Care, Science and Engineering",Private
Dino Paladin Advanced Biotechnologies,https://www.crunchbase.com/organization/dino-paladin-advanced-biotechnologies,"Biotechnology, Environmental Engineering, Food Processing","Padova, Veneto, Italy","Dino Paladin Advanced Biotechnologies specializes in research on biotechnological, environmental, food, biotoxicological and materials.",,,http://www.dinopaladin.it/,,1,,"€50,000",2/1/16,Grant,"€50,000","Biotechnology, Food and Beverage, Science and Engineering, Sustainability",Private
ActoGeniX,https://www.crunchbase.com/organization/actogenix,"Biopharma, Biotechnology, Clinical Trials","Zwijnaarde, Oost-Vlaanderen, Belgium","A biopharmaceutical company, focused on the development and commercialization of a new generation of biological drugs.",,32 9 261 06 00,http://www.actogenix.com/,,2,M&A,"$4,200,000 ",7/14/07,Grant,"$30,256,900 ","Biotechnology, Health Care, Science and Engineering",Private
Zeulab,https://www.crunchbase.com/organization/zeulab,"Biotechnology, Food Processing","Zaragoza, Aragon, Spain","Zeulab specializes in the development, production, and marketing of in vitro diagnostic tests for the food and the environment.",info@zeulab.com,+ (34) 976 731533,http://www.zeulab.com/,For Profit,1,,"€50,000",4/1/15,Grant,"€50,000","Biotechnology, Food and Beverage, Science and Engineering",Private
ConquerX,https://www.crunchbase.com/organization/http-conquerxlab-com,"Biotechnology, Life Science, Medical, Medical Device","Boston, Massachusetts, United States",ConquerX is a biotechnology company that provides innovative molecular profiling solutions to clinical trials in precision medicine. ,,,http://conquerxlab.com,For Profit,1,,,11/1/16,Grant,,"Biotechnology, Health Care, Science and Engineering",Private
Neuroscouting,https://www.crunchbase.com/organization/neuroscouting-llc,Biotechnology,,NeuroScouting is leading new frontiers in the development of neuroscience-based technologies for health and sport.,,,http://www.neuroscouting.com,For Profit,1,,,11/1/10,Grant,,"Biotechnology, Science and Engineering",Private
Optana Technologies,https://www.crunchbase.com/organization/optana-technologies,"Biotechnology, Health Care, Health Diagnostics, Hospital, Medical, Medical Device","Paris, Ile-de-France, France",Optana Technologies is a medical company that provides a solution to the problems of staining microscopic preparations.,,,http://optana-technologies.com/,,1,,"€50,000",3/1/16,Grant,"€50,000","Biotechnology, Health Care, Science and Engineering",Private
Touchlight Genetics,https://www.crunchbase.com/organization/touchlight-genetics,"Biopharma, Biotechnology, Medical","Hampton, New Jersey, United States","Touchlight Genetics, a British bio-pharmaceutical company founded in 2007.",info@touchlightgenetics.com,4.40208E+12,http://www.touchlightgenetics.com/,For Profit,6,,,12/12/17,Grant,,"Biotechnology, Health Care, Science and Engineering",Private
SensoVANN,https://www.crunchbase.com/organization/sensovann,"Biotechnology, Water, Water Purification","Horten, Vestfold, Norway",SensoVANN is an R&D company that develops biotech-based microfluidic devices for commercial application.,ceo@sensovann.com,+47 4861 9416,http://www.sensovann.com/,For Profit,1,,"$50,000 ",2/1/15,Grant,"$50,000 ","Biotechnology, Natural Resources, Science and Engineering, Sustainability",Private
ImmunoBiology Ltd,https://www.crunchbase.com/organization/immunobiology-ltd,"Biotechnology, Health Care, Medical Device, Pharmaceutical","Cambridge, Cambridgeshire, United Kingdom","ImmBio is developing next-generation vaccines targeting a number of serious infectious diseases, based on its proprietary technologies.",,+44 (0)1223 496011,http://www.immbio.com,,3,,"£200,000",3/12/13,Grant,"£3,200,000","Biotechnology, Health Care, Science and Engineering",Private
BUGWORKS Research India,https://www.crunchbase.com/organization/bugworks-research-india,"Biotechnology, Life Science, Pharmaceutical, Product Research","Bangalore, Karnataka, India",BUGWORKS is a drug discovery company.,info@bugworksresearch.com,-8296582571,http://bugworksresearch.com/,,1,,,6/26/18,Grant,,"Biotechnology, Data and Analytics, Design, Health Care, Science and Engineering",Private
Selexis,https://www.crunchbase.com/organization/salexis-com,"Biotechnology, Health Diagnostics","Plan-les-ouates, Geneve, Switzerland",Selexis is a pioneering life science company.,info@selexis.com,(022) 308-9360,http://selexis.com,For Profit,1,M&A,,5/20/15,Grant,,"Biotechnology, Health Care, Science and Engineering",Private
Trilobite Microsystems,https://www.crunchbase.com/organization/trilobite-microsystems,"Biotechnology, Sustainability, Water Purification","Kristiansand, Vest-Agder, Norway","Trilobite Microsystems develops sustainable technology and solutions to the marine, medical, water, chemical, and energy industries.",hello@trilobite.no,+47 38 08 64 67,http://www.trilobite-microsystems.com/,For Profit,1,,"€50,000",6/1/16,Grant,"€50,000","Biotechnology, Science and Engineering, Sustainability",Private
Cyanagen Srl,https://www.crunchbase.com/organization/cyanagen-srl,"Biotechnology, Life Science, Product Research","Bologna, Emilia-Romagna, Italy","Cyanagen Srl is a biotech company dedicated to research, development and production of reagents for molecular biology.",contact_us@cyanagen.com,+39 051.534063,http://www.cyanagen.com/,For Profit,1,,"€50,000",1/4/16,Grant,"€50,000","Biotechnology, Data and Analytics, Design, Science and Engineering",Private
InProcess Instruments,https://www.crunchbase.com/organization/inprocess-instruments,"Biotechnology, Industrial Engineering, Oil and Gas, Product Research","Bremen, Bremen, Germany","InProcess Instruments develops, produces and sells mass spectrometers for online gas analysis in industry, research and laboratories.",mail@in-process.com,+49 (0)421 52593 0,https://www.in-process.com/,For Profit,1,,"€50,000",4/1/16,Grant,"€50,000","Biotechnology, Data and Analytics, Design, Energy, Manufacturing, Natural Resources, Science and Engineering",Private
TranquilMed,https://www.crunchbase.com/organization/tranquilmed,Biotechnology,"Provo, Utah, United States",TranquilMed develops drugs and treatments with a focus on patients suffering with restless legs syndrome.,customersupport@tranquilmed.com,702-332-5369,http://www.tranquilmed.com,,1,,"$27,000 ",4/5/10,Grant,"$27,000 ","Biotechnology, Science and Engineering",Private
