Organization Name,Organization Name URL,Categories,Headquarters Location,Description,Contact Email,Phone Number,Website,Company Type,Number of Funding Rounds,Funding Status,Last Funding Amount,Last Funding Date,Last Funding Type,Total Funding Amount,Category Groups,IPO Status
EVIAGENICS,https://www.crunchbase.com/organization/eviagenics,Biotechnology,"Paris, Ile-de-France, France",EVIAGENICS develops new products and improved manufacturing processes for the chemical and pharmaceutical industries.,,33 1 55 42 15 75,http://eviagenics.com,,1,Early Stage Venture,"€1,300,000",1/24/11,Series A,"€1,300,000","Biotechnology, Science and Engineering",Private
Kunshan RiboQuark Pharmaceutical Technology,https://www.crunchbase.com/organization/kunshan-riboquark-pharmaceutical-technology,Biotechnology,"Kunshan, Anhui, China",Kunshan RiboQuark Pharmaceutical Technology develops siRNA-based preclinical drug candidates and products for the prevention of hair loss.,,,,,1,Early Stage Venture,"$7,446,285 ",1/13/14,Series A,"$7,446,285 ","Biotechnology, Science and Engineering",Private
ChromoTek,https://www.crunchbase.com/organization/chromotek,Biotechnology,"Martinsried, Bayern, Germany",ChromoTek develops immunologic research reagents and tools for the proteomics and cell biology sectors.,info@chromotek.com,4.98924E+11,http://www.chromotek.com,For Profit,1,Early Stage Venture,"$510,000 ",7/14/10,Series A,"$510,000 ","Biotechnology, Science and Engineering",Private
INTRABONE INC,https://www.crunchbase.com/organization/intrabone-inc,"Biotechnology, Health Care, Medical Device","Atlanta, Georgia, United States",An innovative solution to combine stabilization of fractures with regeneration of bone tissue.,mattia.donadeospada@intrabone.com,,http://www.intrabone.com,For Profit,1,Early Stage Venture,"$50,000 ",6/12/17,Series A,"$50,000 ","Biotechnology, Health Care, Science and Engineering",Private
Aliva Biopharmaceuticals,https://www.crunchbase.com/organization/aliva-biopharmaceuticals,"Biopharma, Biotechnology, Health Care","Pasadena, California, United States",Aliva Biopharmaceuticals is a biotechnology company.,,,,For Profit,1,Early Stage Venture,"$12,870,407 ",1/13/10,Series A,"$12,870,407 ","Biotechnology, Health Care, Science and Engineering",Private
Health Guard Biotech,https://www.crunchbase.com/organization/beijing-health-guard-biotechnology-co-ltd,Biotechnology,"Beijing, Beijing, China",Beijing Health Guard Biotechnology engaged in the research and development of recombinant protein drugs.,,-67751167,http://www.bj-klws.com,For Profit,1,Early Stage Venture,"CN¥15,000,000",9/1/08,Series A,"CN¥15,000,000","Biotechnology, Science and Engineering",Private
Union Spring Pharmaceuticals,https://www.crunchbase.com/organization/union-spring-pharmaceuticals,Biotechnology,"Union Star, Kentucky, United States","Union Springs Pharmaceuticals (USP) is a specialty company that licenses, develops and commercializes over-the-counter (OTC) products.",info@unionspringspharmaceuticals.com,(859) 384-4029,http://www.unionspringspharmaceuticals.com,For Profit,1,Early Stage Venture,"$5,000,000 ",10/1/09,Series A,"$5,000,000 ","Biotechnology, Science and Engineering",Private
CancerGuide Diagnostics,https://www.crunchbase.com/organization/cancerguide-diagnostics,"Biotechnology, Genetics, Health Diagnostics","Durham, North Carolina, United States",CancerGuide Diagnostics is a molecular diagnostics company developing genomic-based clinical and pharmaceutical cancer tests and services.,,,,,1,Early Stage Venture,"$2,749,999 ",3/25/10,Series A,"$2,749,999 ","Biotechnology, Health Care, Science and Engineering",Private
SpacePharma,https://www.crunchbase.com/organization/spacepharma,Biotechnology,"Palo Alto, California, United States",SpacePharma provides end-to-end microgravity services and solutions for research,info@space4p.com,,http://www.space4p.com,For Profit,1,Early Stage Venture,,1/1/15,Series A,,"Biotechnology, Science and Engineering",Private
TwoF,https://www.crunchbase.com/organization/twof,"Biotechnology, Medical, Medical Device","San Mateo, California, United States",TwoF manufactured custom-made DNA micro-arrays by utlizing user-specified content.,info@twof.com,650-638-7555,http://www.molecularstamping.com,,1,Early Stage Venture,"$2,148,399 ",2/8/10,Series A,"$2,148,399 ","Biotechnology, Health Care, Science and Engineering",Private
Xdynia,https://www.crunchbase.com/organization/xdynia,"Biotechnology, Developer Platform, Health Care","Charlottesville, Virginia, United States",Xydnia is a drug development company specializing in medication for the treatment of pain.,,434-200-8442,http://www.xdynia.com,,2,Early Stage Venture,"$212,500 ",3/29/13,Series A,"$262,500 ","Biotechnology, Health Care, Science and Engineering, Software",Private
Qwell Pharmaceuticals,https://www.crunchbase.com/organization/qwell-pharmaceuticals,Biotechnology,"Seattle, Washington, United States",Qwell Pharmaceuticals develops small molecule drugs that could prevent tumors and excess inflammation of skin cells.,,,,For Profit,1,Early Stage Venture,"$7,000,000 ",1/6/09,Series A,"$7,000,000 ","Biotechnology, Science and Engineering",Private
"EquipNet, Inc.",https://www.crunchbase.com/organization/equipnet-inc,"Biotechnology, Industrial","Canton, Massachusetts, United States","EquipNet, Inc. is the small cooperations",sales@equipnet.com,(617) 671-1269,http://www.equipnet.com/,,1,Early Stage Venture,"$3,600,000 ",3/28/01,Series A,"$3,600,000 ","Biotechnology, Science and Engineering",Private
EraGen Biosciences,https://www.crunchbase.com/organization/eragen-biosciences,"Biotechnology, Health Diagnostics, Market Research","Madison, Wisconsin, United States","EraGen Biosciences, a biotech company, develops and markets molecular reagent products and software for diagnostics and research.",info@eragen.com,608-662-9000,http://www.eragen.com,,1,M&A,"$12,000,000 ",1/9/06,Series A,"$12,000,000 ","Biotechnology, Data and Analytics, Design, Health Care, Science and Engineering",Private
Amrit Advanced Biotech,https://www.crunchbase.com/organization/amrit-advanced-biotech,Biotechnology,"Cambridge, Cambridgeshire, United Kingdom","Amrit Advanced Biotech is a startup involved in genetics, telomeres health applications, and cancer mitigation.",,,,,3,Early Stage Venture,"£1,500,000",10/1/09,Series A,"$3,240,589 ","Biotechnology, Science and Engineering",Private
Bravo Health,https://www.crunchbase.com/organization/bravo-health,"Biotechnology, Health Care, Medical","Baltimore, Maryland, United States",Bravo Health provides managed care services.,,800-235-9188,http://www.bravohealth.com,,1,M&A,,10/12/12,Series A,,"Biotechnology, Health Care, Science and Engineering",Private
Preventicus GmbH,https://www.crunchbase.com/organization/preventicus-gmbh,"Android, Biotechnology, Medical Device","Jena, Thuringen, Germany",Preventicus GmbH develops smartphone-driven solutions to capture and analyze vital parameters for early preclinical risk screening.,,49 36 41 55 98 45-0,http://preventicus.com/,For Profit,2,Early Stage Venture,,1/1/16,Series A,,"Biotechnology, Health Care, Mobile, Platforms, Science and Engineering, Software",Private
Synaffix BV,https://www.crunchbase.com/organization/synaffix,Biotechnology,"The Netherlands, Europe",Biotechnology company with a platform technology for the development of more effective and better tolerated targeted cancer therapeutics.,info@synaffix.com,31 24 365 2373,http://synaffix.com/,For Profit,1,Early Stage Venture,,2/18/14,Series A,,"Biotechnology, Science and Engineering",Private
Epiphany,https://www.crunchbase.com/organization/epiphany,"Biotechnology, Health Diagnostics, Therapeutics","San Francisco, California, United States",Epiphany Biosciences develops therapeutic products and diagnostic technologies that can prevent or cure the spread of pathogenic viruses.,info@epiphanybio.com,4157657200,http://www.epiphanybio.com,,2,Early Stage Venture,"$36,000,000 ",3/16/07,Series A,"$36,000,000 ","Biotechnology, Health Care, Science and Engineering",Private
Twentyeight-Seven,https://www.crunchbase.com/organization/twentyeight-seven,"Biotechnology, Developer Platform, Therapeutics","United States, North America",Twentyeight-Seven develops small molecules that can modulate levels of miRNAs by targeting proteins that interact with these miRNAs.,,,http://www.twentyeightseven.com,,1,Early Stage Venture,,4/5/16,Series A,,"Biotechnology, Health Care, Science and Engineering, Software",Private
Rules-Based Medicine,https://www.crunchbase.com/organization/rules-based-medicine,"Biotechnology, Genetics, Medical","Austin, Texas, United States",Rules-Based Medicine is a multiplexed immunoassay testing laboratory that provides comprehensive protein biomarker services.,info@rbmmaps.com,512-835-8026,http://www.rulesbasedmedicine.com,For Profit,1,M&A,"$25,000,000 ",10/15/07,Series A,"$25,000,000 ","Biotechnology, Health Care, Science and Engineering",Private
Biostorage Technologies,https://www.crunchbase.com/organization/biostorage-technologies,Biotechnology,"Indianapolis, Indiana, United States","BioStorage Technologies is the premier, global provider of comprehensive sample management solutions for the bioscience industry.",,(317) 268-5500,http://www.biostorage.com/,For Profit,2,M&A,"$8,320,000 ",5/29/07,Series A,"$8,320,000 ","Biotechnology, Science and Engineering",Private
Albireo,https://www.crunchbase.com/organization/albireo,"Biotechnology, Health Care, Therapeutics","Gothenburg, Vastra Gotaland, Sweden","Albireo, a biotechnology company, develops therapeutic drugs for gastrointestinal diseases.",,46 3 17 41 14 80,http://www.albireopharma.com,,1,Early Stage Venture,"$40,000,000 ",2/1/08,Series A,"$40,000,000 ","Biotechnology, Health Care, Science and Engineering",Private
Syrrx,https://www.crunchbase.com/organization/syrrx,Biotechnology,"San Diego, California, United States","Syrrx, Inc. is a drug discovery company committed to redefining the way medicines are discovered.",,(858)622-8528,http://www.syrrx.com,For Profit,1,M&A,"$5,100,000 ",8/4/00,Series A,"$5,100,000 ","Biotechnology, Science and Engineering",Private
EnBiotix,https://www.crunchbase.com/organization/enbiotix,"Biotechnology, Health Care, Pharmaceutical","Cambridge, Massachusetts, United States",EnBiotix is transforming and revitalizing existing antibiotic classes to combat the global rise of drug-resistant bacterial infections,info@enbiotix.com,5084001856,http://enbiotix.com/,For Profit,1,Early Stage Venture,,5/12/16,Series A,,"Biotechnology, Health Care, Science and Engineering",Private
Intelligent Bio-Systems,https://www.crunchbase.com/organization/intelligent-bio-systems,"Biotechnology, Genetics, Health Care, Medical","Waltham, Massachusetts, United States",Intelligent Bio-Systems was founded in 2005 by Drs. Steven J. Gordon and Jingyue Ju to commercialize an advanced DNA sequencing system. Dr.,info@intelligentbiosystems.com,781-466-8050,http://www.intelligentbiosystems.com,,1,M&A,"$353,000 ",3/27/08,Series A,"$353,000 ","Biotechnology, Health Care, Science and Engineering",Private
cCAM Biotherapeutics,https://www.crunchbase.com/organization/ccam-biotherapeutics,Biotechnology,"Qiryat Shmona, HaZafon, Israel",cCAM Biotherapeutics is a pre-clinical stage company that develops immunotherapies for cancer.,info@ccam-bio.com,972 4 681 8829,http://ccam-bio.com,,1,M&A,,9/15/12,Series A,,"Biotechnology, Science and Engineering",Private
Viron Therapeutics,https://www.crunchbase.com/organization/viron-therapeutics,"Biopharma, Biotechnology, Clinical Trials","London, England, United Kingdom","Viron Therapeutics, a clinical-stage biopharmaceutical company, develops viral proteins to treat and prevent human inflammatory disorders.",info@vironinc.com,519-858-5109,http://www.vironinc.com,,1,Early Stage Venture,"$20,000,000 ",5/16/06,Series A,"$20,000,000 ","Biotechnology, Health Care, Science and Engineering",Private
Sinocom Pharmaceutical,https://www.crunchbase.com/organization/sinocom-pharmaceutical,"Biotechnology, Pharmaceutical, Sales","Hong Kong, Hong Kong Island, Hong Kong",Sinocom Pharmaceutical is a pharmaceutical company growing and selling natural herbs in China.,,,,,1,Early Stage Venture,"$15,000,000 ",12/15/09,Series A,"$15,000,000 ","Biotechnology, Health Care, Sales and Marketing, Science and Engineering",Private
HD Biosciences,https://www.crunchbase.com/organization/hd-biosciences,"Biotechnology, Medical, Pharmaceutical","Shanghai, Shanghai, China",Drug discovery contract research,Operation@hdbiosciences.com,86 21 5116 3700,http://www.hdbiosciences.com,,1,M&A,,8/8/08,Series A,,"Biotechnology, Health Care, Science and Engineering",Private
Cardiokine,https://www.crunchbase.com/organization/cardiokine,"Biotechnology, Health Care, Pharmaceutical","Philadelphia, Pennsylvania, United States","Cardiokine, Inc., a specialty pharmaceutical company, engages in the development of pharmaceuticals for the prevention and treatment of",info@cardiokine.com,215-399-1200,http://www.cardiokine.com,,1,M&A,"$37,000,000 ",4/13/04,Series A,"$37,000,000 ","Biotechnology, Health Care, Science and Engineering",Private
Enleofen Bio Pte Ltd,https://www.crunchbase.com/organization/enleofen-bio-pte-ltd,"Biotechnology, Medical, Therapeutics","Singapore, Central Region, Singapore",Enleofen is developing first-in-class antibody therapeutics to treat fibrosis,info@enleofen.com,,https://www.enleofen.com/,For Profit,1,Early Stage Venture,,4/4/17,Series A,,"Biotechnology, Health Care, Science and Engineering",Private
Marcadia Biotech,https://www.crunchbase.com/organization/marcadia-biotech,"Biotechnology, Diabetes, Health Care","Carmel, Indiana, United States",Marcadia Biotech is focused on developing therapeutic products to improve the daily life of people with diabetes and obesity.,,6504673018,http://www.marcadiabiotech.com,For Profit,2,M&A,"$15,000,000 ",5/15/07,Series A,"$16,000,000 ","Biotechnology, Health Care, Science and Engineering",Private
Luminetx,https://www.crunchbase.com/organization/luminetx,"Biotechnology, Health Care, Life Science","Memphis, Tennessee, United States","Luminetx Corporation discovers, develops, and commercializes bioscience technologies.",,9017210350,http://www.luminetx.com,,1,M&A,"$11,000,000 ",11/4/05,Series A,"$11,000,000 ","Biotechnology, Health Care, Science and Engineering",Private
Kyras Therapeutics,https://www.crunchbase.com/organization/kyras-therapeutics,Biotechnology,"New York, New York, United States",Kyras Therapeutics is a biotech company,jobs@kyrasrx.com,,http://www.kyrasrx.com/,For Profit,1,Early Stage Venture,,12/11/15,Series A,,"Biotechnology, Science and Engineering",Private
Cutting Edge Information,https://www.crunchbase.com/organization/argolyn-bioscience,"Biotechnology, Medical, Pharmaceutical","Durham, North Carolina, United States",Cutting Edge Information is a boutique consulting firm providing primary and secondary research to life science organizations.,info@cuttingedgeinfo.com,919-403-6583,http://www.cuttingedgeinfo.com,For Profit,2,Early Stage Venture,"$15,800,000 ",6/25/07,Series A,"$16,800,000 ","Biotechnology, Health Care, Science and Engineering",Private
Roche Glycart,https://www.crunchbase.com/organization/glycart-biotechnology-ag,"Biotechnology, Health Care, Medical","Schlieren, Zurich, Switzerland","Roche Glycart is a biotechnology company, engages in the research, development, and commercialization of antibody-based products.",,41447556161,http://www.roche.ch/schlieren.html,For Profit,1,M&A,"$13,600,000 ",11/26/03,Series A,"$13,600,000 ","Biotechnology, Health Care, Science and Engineering",Private
Bactana Animal Health,https://www.crunchbase.com/organization/bactana-animal-health,Biotechnology,,"A New Canaan, CT-based company developing natural products .",,,http://bactana.com/,For Profit,1,Early Stage Venture,,3/29/17,Series A,,"Biotechnology, Science and Engineering",Private
Technologie BiolActis,https://www.crunchbase.com/organization/technologie-biolactis,"Biotechnology, Dietary Supplements","Laval, Quebec, Canada",Technologie BiolActis is a biotechnology company that develops and commercializes biologics.,info@biolactis.com,450-781-1253,http://www.biolactis.com,,1,Early Stage Venture,"$10,000,000 ",2/7/06,Series A,"$10,000,000 ","Biotechnology, Food and Beverage, Health Care, Science and Engineering",Private
ethris GmbH,https://www.crunchbase.com/organization/ethris-gmbh,Biotechnology,"Planegg, Bayern, Germany",ethris GmbH is a technical innovator in the emerging field of messenger RNA therapeutics.,info@ethris.com,4.90899E+12,http://ethris.com/,For Profit,1,Early Stage Venture,,12/13/11,Series A,,"Biotechnology, Science and Engineering",Private
iThera Medical,https://www.crunchbase.com/organization/ithera-medical,Biotechnology,"München, Bayern, Germany",iThera Medical focuses on the development of proprietary MSOT technology for use in preclinical and clinical applications.,info@ithera-medical.com,49 89 3187 3973,http://www.ithera-medical.com,,1,Early Stage Venture,,11/23/11,Series A,,"Biotechnology, Science and Engineering",Private
Prosetta Biosciences,https://www.crunchbase.com/organization/prosetta-biosciences,"Biotechnology, Health Care, Medical","San Francisco, California, United States",Prosetta Biosciences is a San Francisco based biotech focused on novel antiviral research.,info@prosetta.com,4153468866,http://www.prosetta.com/,,1,Early Stage Venture,"$2,000,000 ",5/21/07,Series A,"$2,000,000 ","Biotechnology, Health Care, Science and Engineering",Private
Magen BioSciences,https://www.crunchbase.com/organization/magen-biosciences,"Biotechnology, Health Care, Therapeutics","Waltham, Massachusetts, United States","Magen BioSciences is a Biotechnology company located in 100 Beaver Street, Suite 101, Waltham, MA, United States.",info@magenbiosciences.com,(781) 314-2900,http://www.magenbiosciences.com,,1,M&A,"$7,000,000 ",1/16/08,Series A,"$7,000,000 ","Biotechnology, Health Care, Science and Engineering",Private
microDimensions,https://www.crunchbase.com/organization/microdimensions,Biotechnology,"München, Bayern, Germany","microDimensions develops software solutions for the processing, analysis, and visualization of biomedical imagery.",info@micro-dimensions.com,+49 89 189425330,http://micro-dimensions.com,,2,Early Stage Venture,,6/16/16,Series A,,"Biotechnology, Science and Engineering",Private
Amplimmune,https://www.crunchbase.com/organization/amplimmune,"Biotechnology, Health Care, Medical","Rockville, Maryland, United States","Amplimmune is a product-driven company offering immune-based biologics to treat patients with cancer, autoimmunity, and infectious diseases.",busdev@medimmune.com,3013099800,http://www.amplimmune.com,For Profit,1,M&A,"$20,000,000 ",1/1/06,Series A,"$20,000,000 ","Biotechnology, Health Care, Science and Engineering",Private
Ceram Hyd,https://www.crunchbase.com/organization/ceram-hyd,Biotechnology,"Avon-les-roches, Centre, France","Ceram Hyd was created in September 2005. The company's core activities are R&D in the domains of hydrogen production, storage and",contact@ceramhyd.com,+33 (0)1 60 71 87 18,http://www.ceramhyd.com,,2,Early Stage Venture,,12/18/09,Series A,,"Biotechnology, Science and Engineering",Private
oncgnostics GmbH,https://www.crunchbase.com/organization/oncgnostics,"Biotechnology, Health Diagnostics","Jena, Thuringen, Germany","Oncgnostics develops IVD tests for screening, therapeutic decision making, and follow-up care in cancer diagnostics.",contact@oncgnostics.com,49 3641 933544,http://www.oncgnostics.com,,2,Early Stage Venture,,1/29/15,Series A,,"Biotechnology, Health Care, Science and Engineering",Private
Affomix Corporation,https://www.crunchbase.com/organization/affomix-corporation,Biotechnology,"Branford, Connecticut, United States","Affomix develops technology for the automated, high-throughput selection of human monoclonal antibodies.",info@affomix.com,(203)481-6400,http://www.affomix.com,For Profit,1,M&A,"$7,000,000 ",2/22/08,Series A,"$7,000,000 ","Biotechnology, Science and Engineering",Private
Atto Bioscience,https://www.crunchbase.com/organization/atto-bioscience,Biotechnology,"Rockville, Maryland, United States",Atto BioScience is a Rockville-based biotech company.,inquiry@atto.com,800-245-2614,http://www.atto.com/,For Profit,1,M&A,"$3,000,000 ",10/29/01,Series A,"$3,000,000 ","Biotechnology, Science and Engineering",Private
Movetis,https://www.crunchbase.com/organization/movetis,"Biotechnology, Health Care, Medical","Turnhout, Antwerpen, Belgium",Movetis is focused on the development of drugs for the treatment of diseases in the gastrointestinal area.,,32 1 440 43 90,http://www.movetis.com,,1,M&A,"€49,000,000",1/8/07,Series A,"€49,000,000","Biotechnology, Health Care, Science and Engineering",Private
iOnctura,https://www.crunchbase.com/organization/ionctura,Biotechnology,"Genève, Geneve, Switzerland",iOnctura is a biopharmaceutical company focusing on novel therapeutics to modulate key culprits of immunosuppression.,info@iOnctura.com,,https://ionctura.com,For Profit,1,Early Stage Venture,,6/20/17,Series A,,"Biotechnology, Science and Engineering",Private
BioVigilant Systems,https://www.crunchbase.com/organization/biovigilant-systems,Biotechnology,"Tucson, Arizona, United States",Azbil BioVigilant develops technologies for rapid microbial monitoring methods (RMM) and the inventor of Instantaneous Microbial Detection.,BioVinfo@biovigilant.com,520-292-2342,http://www.biovigilant.com,,1,M&A,"$6,700,000 ",5/23/06,Series A,"$6,700,000 ","Biotechnology, Science and Engineering",Private
Variation Biotechnologies,https://www.crunchbase.com/organization/variation-biotechnologies,"Biotechnology, Health Care, Medical","Cambridge, Massachusetts, United States","Variation Biotechnologies Inc., an Ottawa, Canada-based maker of vaccines for infectious diseases.",info@vbivaccines.com,+1 617-830-3031,http://www.variationbiotech.com,,1,Early Stage Venture,"$35,700,000 ",1/4/07,Series A,"$35,700,000 ","Biotechnology, Health Care, Science and Engineering",Private
AccutarBio,https://www.crunchbase.com/organization/accutarbio,"Biopharma, Biotechnology","Shanghai, Shanghai, China",AccutarBio employs artificial intelligence to revolutionize drug discovery.,,,,,1,Early Stage Venture,,12/6/17,Series A,,"Biotechnology, Health Care, Science and Engineering",Private
Dimerix Biosciences Pty Ltd,https://www.crunchbase.com/organization/dimerix-biosciences-pty-ltd,Biotechnology,"Melbourne, Victoria, Australia",Dimerix was established in 2004 to commercialise heteromer assay technologies which has led to Dimerix’s lead clinical program.,info@dimerix.com,61409050519,http://dimerix.com/,For Profit,1,Early Stage Venture,"A$1,000,000",9/15/05,Series A,"A$1,000,000","Biotechnology, Science and Engineering",Private
Neocutis,https://www.crunchbase.com/organization/neocutis,"Beauty, Biotechnology, Cosmetics, Health Care, Medical","San Francisco, California, United States","Neocutis is a healthcare company that develops and commercializes treatment solutions in aesthetics, dermatology and neurosciences.",contactus@neocutis.com,41217287256,http://www.neocutis.com,For Profit,1,M&A,,6/1/04,Series A,,"Biotechnology, Consumer Goods, Health Care, Science and Engineering",Private
Excaliard Pharmaceuticals,https://www.crunchbase.com/organization/excaliard-pharmaceuticals,"Biotechnology, Health Care, Pharmaceutical","Carlsbad, California, United States",Excaliard is a biotechnology company developing antisense drugs for the local treatment of scarring and other fibrotic diseases.,info@excaliard.com,760-431-1850,http://excaliard.com,,1,M&A,"$15,500,000 ",11/27/07,Series A,"$15,500,000 ","Biotechnology, Health Care, Science and Engineering",Private
GenomiCare Biotechnology,https://www.crunchbase.com/organization/genomicare-biotechnology,Biotechnology,,GenomiCare Biotechnology is a Chinese precision cancer medicine service company,,400-699-6088,http://www.genomicarebio.com/,,1,Early Stage Venture,,12/1/17,Series A,,"Biotechnology, Science and Engineering",Private
ChemGenex Pharmaceuticals,https://www.crunchbase.com/organization/chemgenex-pharmaceuticals,"Biopharma, Biotechnology, Health Care","Geelong, Victoria, Australia","ChemGenex Pharmaceuticals Ltd, an integrated biopharmaceutical development company, engages in the discovery and the development of",medinfo@chemgenex.com,61 3 5223 9900,http://www.chemgenex.com,For Profit,1,M&A,"A$21,000,000",3/4/07,Series A,"A$21,000,000","Biotechnology, Health Care, Science and Engineering",Private
Vigilant Medical,https://www.crunchbase.com/organization/vigilant-medical,"Biotechnology, Health Care","Baltimore, Maryland, United States",Enhancing Physician Decision Making,info@vigilantmedical.net,4108004842,http://vigilantmedical.net,,1,Early Stage Venture,,6/25/12,Series A,,"Biotechnology, Health Care, Science and Engineering",Private
Ascent Therapeutics,https://www.crunchbase.com/organization/ascent-therapeutics,"Biotechnology, Health Care, Medical","Cambridge, Massachusetts, United States","Ascent Therapeutics offers Pepducins targeting GPCRs on the cell membrane, expanding the GPCR frontier.",info@ascentrx.com,617-715-1999,http://www.ascentrx.com,For Profit,1,Early Stage Venture,"$18,999,997 ",11/5/07,Series A,"$18,999,997 ","Biotechnology, Health Care, Science and Engineering",Private
Replidyne,https://www.crunchbase.com/organization/replidyne,"Biopharma, Biotechnology, Medical","Louisville, Colorado, United States",A biopharmaceutical company focused on the discovery and development of new antimicrobial drugs,,877.274.0901,http://www.replidyne.com,For Profit,1,M&A,"$13,000,000 ",4/19/02,Series A,"$13,000,000 ","Biotechnology, Health Care, Science and Engineering",Private
ETrials Worldwide,https://www.crunchbase.com/organization/etrials-worldwide,"Biotechnology, Information Technology","Morrisville, North Carolina, United States","ETrials Worldwide a Morrisville, NC based provider of software for the clinical trial process.",info@etrials.com,1(919) 653-3400,http://etrials.com/,For Profit,1,M&A,"$5,000,000 ",1/14/04,Series A,"$5,000,000 ","Biotechnology, Information Technology, Science and Engineering",Private
EyeCyte,https://www.crunchbase.com/organization/eyecyte,Biotechnology,"La Jolla, California, United States",EyeCyte is engaged in the development of therapeutics for the treatment of neovascular and degenerative retinal diseases.,swaymire@eyecyte.com,858-453-5800,http://www.eyecyte.com,,1,Early Stage Venture,"$3,000,000 ",6/23/08,Series A,"$3,000,000 ","Biotechnology, Science and Engineering",Private
Psyadon Pharmaceuticals,https://www.crunchbase.com/organization/psyadon-pharmaceuticals,"Biotechnology, Medical","Germantown, Maryland, United States",Psyadon Pharmaceuticals is dedicated to the discovery and development of new treatments for serious psychiatric and neurological diseases.,,301-919-2020,http://www.psyadonrx.com,For Profit,1,Early Stage Venture,"$5,200,000 ",7/27/04,Series A,"$5,200,000 ","Biotechnology, Health Care, Science and Engineering",Private
Catapult Genetics,https://www.crunchbase.com/organization/catapult-genetics,"Biotechnology, Genetics","Albion Park, New South Wales, Australia","Catapult Genetics develops and commercializes livestock DNA tests and gene markers for food producers, processors, and retailers.",,,http://www.geneticsolutions.com.au,,1,M&A,"$2,000,000 ",3/16/05,Series A,"$2,000,000 ","Biotechnology, Health Care, Science and Engineering",Private
KSK Diagnostics,https://www.crunchbase.com/organization/ksk-diagnostics,"Biotechnology, Health Diagnostics, Life Science","Hamburg, Hamburg, Germany",KSK Diagnostics GmbH is a developer of molecular point-of-care tests.,info@ksk-diagnostics.com,4.94064E+11,http://ksk-diagnostics.com/,For Profit,1,Early Stage Venture,,4/24/17,Series A,,"Biotechnology, Health Care, Science and Engineering",Private
CS-Keys,https://www.crunchbase.com/organization/cs-keys,Biotechnology,"Indianapolis, Indiana, United States",CS-Keys is a biotechnology company discovers and develops cancer-associated biomarkers using proteomics.,info@cs-keys.com,317-241-0920,http://www.cs-keys.com,,2,Early Stage Venture,"$6,250,000 ",1/25/08,Series A,"$6,535,000 ","Biotechnology, Science and Engineering",Private
ProtAffin Biotechnologie,https://www.crunchbase.com/organization/protaffin-biotechnologie,Biotechnology,"Graz, Steiermark, Austria",ProtAffin is a biotechnology company in Austria developing a novel class of biopharmaceutical products that act by targeting cell-surface,office@protaffin.com,43 316 382 541,http://www.protaffin.com,,3,Early Stage Venture,"€1,350,000",1/21/08,Series A,"$7,117,506 ","Biotechnology, Science and Engineering",Private
Zystor,https://www.crunchbase.com/organization/zystor,Biotechnology,"Milwaukee, Wisconsin, United States","ZyStor Therapeutics, Inc. is a privately-held biotechnology company developing enzyme replacement therapies for the treatment of lysosomal",info@zystor.com,414-727-9777,http://www.zystor.com,For Profit,1,M&A,"$8,500,000 ",12/16/04,Series A,"$8,500,000 ","Biotechnology, Science and Engineering",Private
BioPro Pharmaceutical,https://www.crunchbase.com/organization/biopro-pharmaceutical,Biotechnology,"San Francisco, California, United States",BioPro Pharmaceutical is an oncology specialty company providing services for pharmaceutical markets based in Asia.,,415-869-6764,http://www.biopropharm.com,,1,Early Stage Venture,"$5,000,000 ",10/18/05,Series A,"$5,000,000 ","Biotechnology, Science and Engineering",Private
HealthAnswers,https://www.crunchbase.com/organization/healthanswers-inc,"Biotechnology, Pharmaceutical, Training","Horsham, Pennsylvania, United States",HealthAnswers is a leading full-service sales training agency specializing in blended learning solutions.,info@healthanswers.com,(215)442-9017,http://www.healthanswers.com/,For Profit,1,Early Stage Venture,"$20,000,000 ",3/16/00,Series A,"$20,000,000 ","Biotechnology, Education, Health Care, Science and Engineering",Private
ImVisioN Therapeutics,https://www.crunchbase.com/organization/imvision-therapeutics,"Biotechnology, Life Science, Therapeutics","Hanover, Niedersachsen, Germany",ImVisioN Therapeutics is a proprietary technology for the delivery of immunotherapy in the treatment of allergies.,,,,,1,Early Stage Venture,"€2,900,000",9/10/08,Series A,"€2,900,000","Biotechnology, Health Care, Science and Engineering",Private
"Jenscare Biotech	",https://www.crunchbase.com/organization/jenscare-biotech,"Biotechnology, Health Care","Ningbo, Zhejiang, China",A Biotech Company based In Ningbo.,,,,,1,Early Stage Venture,,5/7/18,Series A,,"Biotechnology, Health Care, Science and Engineering",Private
Axela,https://www.crunchbase.com/organization/axela,"Biotechnology, Fitness, Health Diagnostics","Toronto, Ontario, Canada",Axela develops tools and content that simplify multiplex biomarker detection for translational research and diagnostic testing operations.,dotlabinfo@axela.com,18664858288,http://www.axelabiosensors.com,For Profit,1,Early Stage Venture,"CA$3,500,000",3/8/05,Series A,"CA$3,500,000","Biotechnology, Health Care, Science and Engineering, Sports",Private
IRIS International,https://www.crunchbase.com/organization/iris-international,"Biotechnology, Manufacturing, Medical","Chatsworth, California, United States",Medical equipment maker,,,,For Profit,1,M&A,"$3,000,000 ",1/7/97,Series A,"$3,000,000 ","Biotechnology, Health Care, Manufacturing, Science and Engineering",Private
